filename, width, height, class, xmin, ymin, xmax, ymax
Rift Valley_544.jpg,1000,1000,Rift Valley,0.0939094913281663,0.15421361382423848,0.1839094913281663,0.2442136138242385
Rift Valley_544.jpg,1000,1000,Rift Valley,0.1705629906562276,0.2487179280643141,0.2605629906562276,0.33871792806431406
Rift Valley_544.jpg,1000,1000,Rift Valley,0.12121073766418815,0.3358719067523839,0.21121073766418813,0.42587190675238384
Rift Valley_544.jpg,1000,1000,Rift Valley,0.07185848467214866,0.2613185032963242,0.16185848467214864,0.3513185032963242
Rift Valley_544.jpg,1000,1000,Rift Valley,0.8520441011207727,0.7254396910086954,0.9420441011207727,0.8154396910086955
Astrovirus_B2-080116_05.jpg,1000,1000,Astrobirus,0.48823874280020313,0.38112167254768375,0.5132387428002031,0.4061216725476838
Astrovirus_B2-080116_05.jpg,1000,1000,Astrobirus,0.48723278076877785,0.594385623209849,0.5122327807687779,0.6193856232098489
Marburg_8270.jpg,1000,1000,Marburg,0.09636978454997452,0.30598941340089303,0.7456203762063873,0.6652722630916057
Orf_1721.jpg,1000,1000,Orf,0.266736383529789,0.24439849670873307,0.586736383529789,0.5643984967087331
Orf_1721.jpg,1000,1000,Orf,0.41521037400345173,0.4369507031042644,0.7352103740034518,0.7569507031042645
CCHF_8298.jpg,1000,1000,CCHF,0.4256562876663011,0.4258772782400692,0.5756562876663011,0.5758772782400692
Orf_6006.jpg,1000,1000,Orf,0.5457494639380097,0.18203771457439413,0.8657494639380098,0.5020377145743942
Orf_6006.jpg,1000,1000,Orf,0.2679104037913562,0.15471559093116363,0.5879104037913563,0.47471559093116367
Orf_6006.jpg,1000,1000,Orf,0.11937040764646947,0.43140019514923,0.4393704076464695,0.7514001951492301
Orf_6006.jpg,1000,1000,Orf,0.4283797778649774,0.5941784810800256,0.7483797778649774,0.9141784810800256
Adenovirus_A4-65k-071120_8.jpg,1000,1000,Adenovirus,0.4600912728967232,0.4601779466884897,0.5400912728967232,0.5401779466884897
Cowpox_1620.jpg,1000,1000,Cowpox,0.10458699409972816,0.08720765184651258,0.45458699409972814,0.43720765184651256
Cowpox_1620.jpg,1000,1000,Cowpox,0.3261380267596469,0.19160342639830674,0.6761380267596468,0.5416034263983067
Cowpox_1620.jpg,1000,1000,Cowpox,0.0523891068238313,0.6149862898583607,0.4023891068238313,0.9649862898583605
Cowpox_1620.jpg,1000,1000,Cowpox,0.36673638352978905,0.5941071349480018,0.7167363835297891,0.9441071349480019
Cowpox_1620.jpg,1000,1000,Cowpox,0.580167744835679,0.3586366656811772,0.9301677448356791,0.7086366656811771
Cowpox_1620.jpg,1000,1000,Cowpox,0.5523288716218675,0.03384981152004016,0.9023288716218674,0.38384981152004016
Papilloma_5960.jpg,1000,1000,Papilloma,0.5099848107730643,0.33632345292408394,0.5649848107730643,0.391323452924084
Papilloma_5960.jpg,1000,1000,Papilloma,0.5203819203729018,0.39159229869164136,0.5753819203729017,0.4465922986916414
Papilloma_5960.jpg,1000,1000,Papilloma,0.5559509795302406,0.43865290003827434,0.6109509795302406,0.4936529000382744
Papilloma_5960.jpg,1000,1000,Papilloma,0.5751035498457309,0.49392174580583176,0.6301035498457308,0.5489217458058318
Papilloma_5960.jpg,1000,1000,Papilloma,0.5280429484990979,0.5480961589839326,0.5830429484990979,0.6030961589839325
Papilloma_5960.jpg,1000,1000,Papilloma,0.500134917467955,0.6132148980565992,0.555134917467955,0.6682148980565992
Papilloma_5960.jpg,1000,1000,Papilloma,0.46456585831061603,0.5677959455941511,0.5195658583106161,0.6227959455941511
Papilloma_5960.jpg,1000,1000,Papilloma,0.40163598441686255,0.5885901647938262,0.4566359844168626,0.6435901647938261
Papilloma_5960.jpg,1000,1000,Papilloma,0.41039144513251524,0.5294908049631708,0.4653914451325153,0.5844908049631707
Papilloma_5960.jpg,1000,1000,Papilloma,0.38412506298555726,0.4785996895534396,0.4391250629855573,0.5335996895534396
Papilloma_5960.jpg,1000,1000,Papilloma,0.4158636080797981,0.41731146454387097,0.47086360807979816,0.472311464543871
Papilloma_5960.jpg,1000,1000,Papilloma,0.41367474290088496,0.36423148395522675,0.468674742900885,0.4192314839552268
Papilloma_5960.jpg,1000,1000,Papilloma,0.43501617839528833,0.4632776333010475,0.4900161783952884,0.5182776333010475
Papilloma_5960.jpg,1000,1000,Papilloma,0.4596409116580614,0.5086965857634957,0.5146409116580615,0.5636965857634957
Papilloma_5960.jpg,1000,1000,Papilloma,0.5149097574256188,0.4857135013849074,0.5699097574256188,0.5407135013849074
Papilloma_5960.jpg,1000,1000,Papilloma,0.48536007751029114,0.4370112511540895,0.5403600775102911,0.49201125115408956
Papilloma_5960.jpg,1000,1000,Papilloma,0.4689435886684423,0.383384054270717,0.5239435886684424,0.438384054270717
Marburg_6105.jpg,1000,1000,Marburg,0.1492642357211213,0.3207031007185448,0.7164023598695415,0.6531018527209004
Astrovirus_B2-080128_17.jpg,1000,1000,Astrobirus,0.4884652999943648,0.4880203180134535,0.5134652999943647,0.5130203180134535
Rotavirus_A2-65k-071120_1.jpg,1000,1000,Rotavirus,0.4602260771844569,0.46076509984026454,0.5402260771844569,0.5407650998402646
Adenovirus_B3-135k-070920_2.jpg,1000,1000,Adenovirus,0.4607864390516056,0.46014850168909766,0.5407864390516056,0.5401485016890977
Orf_6057.jpg,1000,1000,Orf,0.2520285882924237,0.40353879693454997,0.5720285882924236,0.72353879693455
Orf_6057.jpg,1000,1000,Orf,0.4286603453662656,0.2773182820756823,0.7486603453662657,0.5973182820756824
CCHF_630.jpg,1000,1000,CCHF,0.4259325006085694,0.4251240638724216,0.5759325006085694,0.5751240638724215
Orf_6011.jpg,1000,1000,Orf,0.20143838736052386,0.16002450278833805,0.5214383873605238,0.4800245027883381
Orf_6011.jpg,1000,1000,Orf,0.4119341850062571,0.3262661565048953,0.7319341850062572,0.6462661565048953
Orf_6011.jpg,1000,1000,Orf,0.4092404545062204,0.5363771355077661,0.7292404545062204,0.8563771355077662
Rift Valley_1149.jpg,1000,1000,Rift Valley,0.0641693182083385,0.3309681677443183,0.1541693182083385,0.4209681677443183
Rift Valley_1149.jpg,1000,1000,Rift Valley,0.1607737283204158,0.3099672090243015,0.2507737283204158,0.3999672090243015
Rift Valley_1149.jpg,1000,1000,Rift Valley,0.14502300928040313,0.41287190675238383,0.23502300928040315,0.5028719067523838
