filename, width, height, class, xmin, ymin, xmax, ymax
Rift Valley_556.jpg,1000,1000,Rift Valley,0.27643681484864513,0.5744253102084433,0.3664368148486451,0.6644253102084434
Rift Valley_556.jpg,1000,1000,Rift Valley,0.3814416084487291,0.5912260771844569,0.47144160844872907,0.6812260771844569
Rift Valley_556.jpg,1000,1000,Rift Valley,0.5462991344008608,0.35706538745626965,0.6362991344008608,0.4470653874562696
Rift Valley_556.jpg,1000,1000,Rift Valley,0.6198024899209197,0.29931275097622345,0.7098024899209198,0.3893127509762234
AUG1_Adenovirus_A4-080201_7.jpg,1000,1000,Adenovirus,0.5803783329276203,0.3977643356153751,0.6603783329276204,0.47776433561537507
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.18931083353618974,0.05616740076830488,0.26931083353618973,0.13616740076830489
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.17986040211218227,0.13807113977637034,0.25986040211218225,0.21807113977637035
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.39092003724835106,0.5811913687687248,0.470920037248351,0.6611913687687249
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.43607209849638723,0.665195203648792,0.5160720984963872,0.7451952036487921
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.4591731530884057,0.5087380611846668,0.5391731530884057,0.5887380611846669
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.542126940032472,0.4929873421446543,0.622126940032472,0.5729873421446543
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.725885328832619,0.6882962582408105,0.8058853288326191,0.7682962582408106
AUG0_Adenovirus_B2-65k-071019_13.jpg,1000,1000,Adenovirus,0.7626370065926483,0.553890122432703,0.8426370065926484,0.633890122432703
AUG0_Cowpox_5975.jpg,1000,1000,Cowpox,0.31859356486254825,0.22683978172009067,0.6685935648625483,0.5768397817200906
AUG0_Cowpox_5975.jpg,1000,1000,Cowpox,0.13695916543149506,0.4812049046521378,0.48695916543149503,0.8312049046521377
Cowpox_5985.jpg,1000,1000,Cowpox,0.1220067278612968,0.2026581806459542,0.47200672786129677,0.5526581806459542
Cowpox_5985.jpg,1000,1000,Cowpox,0.45295076072296164,0.220744656860487,0.8029507607229616,0.570744656860487
Cowpox_5985.jpg,1000,1000,Cowpox,0.402539518507987,0.5520735083650143,0.7525395185079871,0.9020735083650142
AUG2_Rotavirus_B3-080201_1.jpg,1000,1000,Rotavirus,0.5514224340483931,0.4089501465591266,0.6314224340483932,0.48895014655912655
AUG2_Rotavirus_B3-080201_1.jpg,1000,1000,Rotavirus,0.7425311584005458,0.5895583915512709,0.8225311584005459,0.669558391551271
AUG2_Rotavirus_B3-080201_1.jpg,1000,1000,Rotavirus,0.08730124633602179,0.3784987564151023,0.1673012463360218,0.45849875641510224
AUG0_Marburg_8284.jpg,1000,1000,Marburg,0.4822723295777744,0.3877850951109431,0.9041319006287012,0.7744957304503362
AUG0_Marburg_8284.jpg,1000,1000,Marburg,0.23007871584751932,0.3174872236878755,0.8109872209931366,0.6672914765301581
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.044457142464125174,0.7768939573127702,0.13445714246412516,0.8668939573127703
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.015055800256101579,0.8745484153608484,0.10505580025610158,0.9645484153608485
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.11691045004818316,0.8734983674248473,0.20691045004818315,0.9634983674248474
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.1347612649601974,0.7737438135047676,0.22476126496019738,0.8637438135047677
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.21456490809626122,0.8262462103048096,0.3045649080962612,0.9162462103048097
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.5054281863684937,0.37472559782444853,0.5954281863684938,0.4647255978244485
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.5358795765125183,0.3001721943683889,0.6258795765125184,0.39017219436838885
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.5862818774405585,0.18781706521629898,0.6762818774405586,0.27781706521629895
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.654534993280613,0.2749710439043688,0.7445349932806131,0.36497104390436874
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.6188333634565846,0.371575454016446,0.7088333634565847,0.46157545401644595
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.7416889719686828,0.24661974963234606,0.8316889719686829,0.33661974963234603
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.8099420878087374,0.13111447667225368,0.8999420878087375,0.22111447667225365
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.6608352808966181,0.19726749664030657,0.7508352808966182,0.28726749664030654
AUG0_Rift Valley_553.jpg,1000,1000,Rift Valley,0.7322385405446753,0.1678661544322831,0.8222385405446754,0.25786615443228306
Rift Valley_542.jpg,1000,1000,Rift Valley,0.42502013312035275,0.3338285698565006,0.5150201331203528,0.4238285698565006
Rift Valley_542.jpg,1000,1000,Rift Valley,0.5069238721284182,0.38528091872054177,0.5969238721284182,0.47528091872054173
Rift Valley_542.jpg,1000,1000,Rift Valley,0.5583762209924594,0.47033480153660984,0.6483762209924595,0.5603348015366099
Rift Valley_542.jpg,1000,1000,Rift Valley,0.4670220505603863,0.4661346097926064,0.5570220505603863,0.5561346097926064
Rift Valley_542.jpg,1000,1000,Rift Valley,0.45862166707237967,0.5438381570566686,0.5486216670723797,0.6338381570566687
Rift Valley_542.jpg,1000,1000,Rift Valley,0.37986807187231664,0.41573230886456614,0.4698680718723166,0.5057323088645661
Rift Valley_542.jpg,1000,1000,Rift Valley,0.3662174487043057,0.5133867669126442,0.4562174487043057,0.6033867669126443
Rift Valley_542.jpg,1000,1000,Rift Valley,0.29166404524824613,0.46718465772860723,0.3816640452482461,0.5571846577286073
